TRIP_MASTER_ID,GUEST_UNIQUE_ID,PROPERTY_CD,MARKET_CD,TRIP_TYPE,TRIP_START_DT,TRIP_END_DT,DELETE_IND,CREATED_DTTM,CREATED_BY,UPDATED_DTTM,UPDATED_BY,BATCH_ID,REPLAY_COUNTER,LAST_DML_CD,TRIP_DETAIL_ID,TRIP_MASTER_ID,TRANSACTION_TABLE_SK,TRANSACTION_TABLE,TRANSACTION_TYPE,TRANSACTION_SUB_TYPE,TRANSACTION_START_DTTM,TRANSACTION_END_DTTM,BUSINESS_START_DT,BUSINESS_END_DT,TRANSACTION_MODIFIED_DTTM,DELETE_IND,CREATED_DTTM,CREATED_BY,UPDATED_DTTM,UPDATED_BY,BATCH_ID,REPLAY_COUNTER,LAST_DML_CD,PROPERTY_CD
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28833255644,1175754686,3764724108,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,15-03-2022,15-03-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,HLT
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28615494646,1175754686,3638992572,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,04-03-2022,04-03-2022,23:36.3,N,36:44.0,SYSTEM,50:32.4,SYSTEM,5156290,,U,HBV
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28662527616,1175754686,3518766851,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,23-02-2022,23-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TRW
1392316061,11701190456,TAH,N/A,PROPERTY,24-02-2022,10-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,31235187228,1392316061,3714716829,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,05-03-2022,05-03-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,TAH
1392316061,11701190456,TAH,N/A,PROPERTY,24-02-2022,10-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,31026445949,1392316061,3752279579,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,05-03-2022,05-03-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,TAH
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28778911938,1175754686,3331956744,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,14-03-2022,14-03-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TAH
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28727309998,1175754686,3658732391,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,14-03-2022,14-03-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,HLT
1392316061,11701190456,TAH,N/A,PROPERTY,24-02-2022,10-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,30971018869,1392316061,3568954040,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,25-02-2022,25-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,TAH
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28656627723,1175754686,3491203458,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,25-02-2022,25-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,HLT
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28807866622,1175754686,3562474974,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,25-02-2022,25-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TAH
1399070739,11701190456,HLT,N/A,PROPERTY,24-02-2022,03-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,31160842363,1399070739,3446620645,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,25-02-2022,25-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,HLT
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28803333369,1175754686,3855757763,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,11-03-2022,11-03-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TRW
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28662510035,1175754686,3459723416,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,21-02-2022,21-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TRW
1391638031,11701190456,N/A,LTM,MARKET,24-02-2022,11-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,31020900174,1391638031,3313413021,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,28-02-2022,28-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,TAH
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28679784726,1175754686,3776079385,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,15-03-2022,15-03-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,HLT
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28819358294,1175754686,3359041925,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,19-02-2022,19-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,HLT
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28606139120,1175754686,3512513288,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,19-02-2022,19-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TAH
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28741693488,1175754686,3390694939,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,19-02-2022,19-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TAH
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28583677869,1175754686,3634447788,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,19-02-2022,19-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TAH
1391638031,11701190456,N/A,LTM,MARKET,24-02-2022,11-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,30959652331,1391638031,3534016605,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,09-03-2022,09-03-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,TAH
1391638031,11701190456,N/A,LTM,MARKET,24-02-2022,11-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,31190543009,1391638031,3866817417,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,09-03-2022,09-03-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,TAH
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28734798934,1175754686,3688743178,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,09-03-2022,09-03-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,HLT
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28659589635,1175754686,3579937326,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,09-03-2022,09-03-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,HLT
1391638031,11701190456,N/A,LTM,MARKET,24-02-2022,11-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,30959488117,1391638031,3688743178,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,09-03-2022,09-03-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,HLT
1392316061,11701190456,TAH,N/A,PROPERTY,24-02-2022,10-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,30987232631,1392316061,3699184419,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,09-03-2022,09-03-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,TAH
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28748207452,1175754686,3449535108,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,22-02-2022,22-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TRW
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28663117886,1175754686,3318965677,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,22-02-2022,22-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TRW
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28806873948,1175754686,3488957629,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,24-02-2022,24-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,HLT
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28836819831,1175754686,3675017647,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,24-02-2022,24-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,HLT
1392316061,11701190456,TAH,N/A,PROPERTY,24-02-2022,10-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,30990125841,1392316061,3370477565,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,24-02-2022,24-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,TAH
1399070739,11701190456,HLT,N/A,PROPERTY,24-02-2022,03-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,31171933478,1399070739,3489298661,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,24-02-2022,24-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,HLT
1392316061,11701190456,TAH,N/A,PROPERTY,24-02-2022,10-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,30974422219,1392316061,3311894177,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,24-02-2022,24-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,TAH
1392316061,11701190456,TAH,N/A,PROPERTY,24-02-2022,10-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,31239635896,1392316061,3474346186,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,24-02-2022,24-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,TAH
1392316061,11701190456,TAH,N/A,PROPERTY,24-02-2022,10-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,31061910087,1392316061,3353530515,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,24-02-2022,24-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,TAH
1392316061,11701190456,TAH,N/A,PROPERTY,24-02-2022,10-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,31197552546,1392316061,3565998363,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,24-02-2022,24-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,TAH
1399070739,11701190456,HLT,N/A,PROPERTY,24-02-2022,03-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,31061231762,1399070739,3615293798,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,24-02-2022,24-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,HLT
1399070739,11701190456,HLT,N/A,PROPERTY,24-02-2022,03-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,31245253673,1399070739,3532292873,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,24-02-2022,24-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,HLT
1391638031,11701190456,N/A,LTM,MARKET,24-02-2022,11-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,31116502085,1391638031,3844442526,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,24-02-2022,24-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,HLT
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28562774678,1175754686,3424659055,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,13-03-2022,13-03-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TAH
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28708737401,1175754686,3714716829,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,05-03-2022,05-03-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TAH
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28744830701,1175754686,3746559838,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,18-02-2022,18-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,HLT
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28822712794,1175754686,3760326953,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,11-03-2022,11-03-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TRW
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28566084332,1175754686,3572339528,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,11-03-2022,11-03-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TRW
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28761007535,1175754686,3861218413,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,11-03-2022,11-03-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TRW
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28568259163,1175754686,3609775077,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,25-02-2022,25-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TAH
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28800246220,1175754686,3768915476,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,25-02-2022,25-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TAH
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28782016307,1175754686,3457398414,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,25-02-2022,25-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,HLT
1175754686,11701190456,N/A,N/A,ENTERPRISE,14-02-2022,15-03-2022,N,36:37.1,SYSTEM,36:37.1,SYSTEM,5155751,,I,28725535932,1175754686,3453464173,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,25-02-2022,25-02-2022,27:02.9,N,36:44.0,SYSTEM,36:44.0,SYSTEM,5155751,,I,TAH
1391638031,11701190456,N/A,LTM,MARKET,24-02-2022,11-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,31015903955,1391638031,3487743040,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,25-02-2022,25-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,TAH
1391638031,11701190456,N/A,LTM,MARKET,24-02-2022,11-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,31013951684,1391638031,3712679783,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,25-02-2022,25-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,TAH
1391638031,11701190456,N/A,LTM,MARKET,24-02-2022,11-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,30995101662,1391638031,3446620645,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,25-02-2022,25-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,HLT
1391638031,11701190456,N/A,LTM,MARKET,24-02-2022,11-03-2022,N,38:02.3,SYSTEM,38:02.3,SYSTEM,5156136,,I,31064289703,1391638031,3687553625,RATINGS_FACT,RATINGS,OPENED,00:00.0,00:00.0,25-02-2022,25-02-2022,27:02.9,N,38:09.3,SYSTEM,38:09.3,SYSTEM,5156136,,I,HLT
